ID;Deal ID;Data source type;URL;File;Publication title;Date;Name;Organisation;Email;Phone;Open Contracting ID;Comment on data source
Wcy9XcbF;8279;Media report;https://youcontrol.com.ua/en/contractor/?id=12486144&tb=file;uploads/34334001_ТОВ_АГРОВІТ_2023-11-15_16-04.pdf;"TOVARYSTVO Z OBMEZHENOIU VIDPOVIDALNISTIU ""AHROVIT""";2023-11-15;;YouControl;;;;Information is from the analytical system YouControl about owners, structure, etc.
p6KyreSS;8279;Government sources;https://youcontrol.com.ua/en/ref/1377427/?returnUrl=%252Fen%252Fcard%252Ftabs%252Ffile%252F%253Fid%253D12486144%2526tb%253Dfile;uploads/tov-_ahrovit_-youcontrol.pdf;AGROVIT LLC;2020-09-18;;YouControl;;;;Information about land plots and precise regions.
edh6WJfT;8279;Government sources;https://youcontrol.com.ua/en/contractor/?id=12486144&tb=ground-section;uploads/tov-_ahrovit_-youcontrol_export.pdf;AGROVIT LLC;2020-09-18;;YouControl;;;;Export information for 2018-2019.
VBdKWMkj;8279;Media report;http://www.kray.ck.ua/selo/item/13523-tov-agrovit-u-selischi-babanka-utverdilos-u-chisli-nadiynih-i-stabilnih-silgosppidpriemstv-cherkaschini#.X2Rk8WgzZPY;uploads/agrovit-llc-in-the-village-of-babanka-has-established-itself-among-the-reliable-and-stable-agricultural-enterprises-of-cherkasy-region-cherkasy-region.pdf;AGROVIT LLC in the village of Babanka has established itself among reliable and stable agricultural enterprises in Cherkasy region;2015-12-18;;kray.net.ua;;;;Impact on the local community.
Kp1tycOT;8279;Government sources;https://khryst-rda.gov.ua/news/12-58-43-01-03-2019/;uploads/the-results-of-cooperation-with-local-employers-including-agricultural-enterprises.pdf;The results of cooperation with local employers, including agricultural enterprises;2019;;KHRYSTYNIVKA DISTRICT STATE ADMINISTRATION;;;;New job opportunities.
3PZWg-G8;8279;Media report;http://kray.ck.ua/suspilstvo/aktualno/item/12454-7-vidsotkiv-vartosti-payu-viplachue-tov-agrovit-za-orendu-zemli#.YrmP8XbP02w;uploads/7 ВІДСОТКІВ ВАРТОСТІ ПАЮ виплачує ТОВ «АГРОВІТ» за оренду землі — Черкаський край.pdf;Agrovit LLC pays 7% of the cost of land lease;2015-08-05;;kray.net.ua;;;;Leasing fee
aJq_cpsj;8288;Research Paper / Policy Report;https://fsc.org/sites/fsc.org/files/2019-11/Korindo%20Group_Additional%20Social%20Analysis%20by%20FSC%20International.pdf;uploads/korindo-group_additional-social-analysis-by-fsc-international.pdf;;;;;;;;
kF5jDx7c;8288;Other;http://data.globalforestwatch.org/datasets/f82b539b9b2f495e853670ddc3f0ce68_2;;;;;;;;;Oil palm concession data from Global Forest watch
TK2bRkDU;8288;Media report;https://media.greenpeace.org/archive/PT-Tunas-Sawa-Erma--PT-TSE--Oil-Palm-Development-in-Papua-27MZIFJWJAAYY.html;uploads/greenpeace-pt-tunas-sawa-erma-pt-tse-oil-palm-development-in-papua.pdf;PT Tunas Sawa Erma (PT TSE) Oil Palm Development in Papua;2018-03-21;;;;;;photo of deforestation by TSE
KPcfp_S0;8288;Media report;https://korindonews.com/separation-of-tunas-sawa-erma-group-from-korindo-group/?lang=id;uploads/Separation of Korindo Group from Tunas Sawa Erma Group.pdf;Separation of Korindo Group from Tunas Sawa Erma Group;2021-04-01;Korindo news;Korindo;;;;As of the delivery of this announcement on April 1, 2021, we declare that the Management of PT Tunas Sawa Erma, PT Berkat Cipta Abadi, and PT Dongin Prabhawa have been officially separated from the Management of Korindo Group and managed independently as Tunas Sawa Erma Group
WQce4e2f;8288;Media report;https://www.walhi.or.id/usut-tuntas-kekerasan-di-perkebunan-kelapa-sawit-pt-tunas-sawa-erma-distrik-jair-kabupaten-boven-digoel-provinsi-papua;uploads/Investigate Violence in Palm Oil Plantations PT. Tunas Sawa Erma, Jair District, Boven Digoel Regency, Papua Province .pdf;Usut Tuntas Kekerasan di Perkebunan Kelapa Sawit PT. Tunas Sawa Erma, Distrik Jair, Kabupaten Boven Digoel, Provinsi Papua;2020-05-18;;walhi;;;;
-5nfC4ZT;8288;Research Paper / Policy Report;https://tsegroup.co.id/wp-content/uploads/2022/10/Analisis-Peta-Resiko_TSE_YAHYWA_221006.pdf;uploads/Analisis-Peta-Resiko_TSE_YAHYWA_221006_FcXOngp.pdf;PT Tunas Sawa ErmPenilaian Resiko Terhadap Kebun Sawit dalam Konsesi Tunas Sawa Erma (TSE) Group , Provinsi Papuaa (korindo Group);2022-10-07;Awara foundation;Yayasan Hylobates Awara;;;;
aCXb_zFj;8288;Company sources;https://tsegroup.co.id/wp-content/uploads/2022/09/TSE-Group-Sustainability-Report-2021-website.pdf;uploads/TSE-Group-Sustainability-Report-2021-website_7SD9Lab.pdf;sustainablity report;2022-09-26;;TSE Group;;;;
4T8heLJj;8288;Media report;https://sawitindonesia.com/direktur-tunas-sawa-erma-tse-group-luwy-leunufna/;uploads/Kantor Berita Sawit - Direktur Tunas Sawa Erma (TSE) Group Luwy Leunufna - Majalah Sawit Indonesia_NijVnkw.pdf;Director of Tunas Sawa Erma (TSE) Group Luwy Leunufna;2021-05-05;Majalah Sawit Indonesia;Sawitindonesia.com;;;;
mJ_rfnEX;8288;Media report;https://rm.id/baca-berita/ekonomi-bisnis/71522/pt-tunas-sawa-erma-serap-tenaga-kerja-orang-asli-papua;uploads/PT Tunas Sawa Erma Serap Tenaga Kerja Orang Asli Papua.pdf;PT Tunas Sawa Erma Absorbs Indigenous Papuan Workers;2021-04-10;;Rakyat Merdeka;;;;
Kaler_fh;8288;Media report;https://mediaperkebunan.id/pt-tunas-sawa-erma-bantu-perekonomian-masyarakat-papua/;uploads/PT. Tunas Sawa Erma Bantu Perekonomian Masyarakat Papua - Media Perkebunan.pdf;PT. Tunas Sawa Erma Helps the Economy of the Papuan People;2020-07-05;mediaperkebunan.id;media perkebunan;;;;
zQdGKQNE;8288;Media report;https://papua.antaranews.com/berita/685225/pt-tse-b-laksanakan-komunikasi-bulanan-bersama-warga-getentiri-di-boven-digoel;uploads/PT TSE-B conducts monthly communications with Getentiri residents in Boven Digoel - ANTARA News Papua.pdf;PT TSE-B conducts monthly communications with Getentiri residents in Boven Digoel;2022-06-09;Papua.antaranews.com;Antara Papua;;;;
As00hB3z;8288;Media report;https://papuaselatanpos.com/2020/08/21/pt-tunas-sawa-erma-bangun-asrama-mahasiswa-4-marga/;uploads/South Papua Pos - PT Tunas Sawa Erma Builds 4 Marga Student Dormitories.pdf;PT Tunas Sawa Erma Builds 4 Marga Student Dormitories;2020-08-21;papuaselatanpos.com;papua selatan pos;;;;
b421d31w;8288;Media report;https://investor.id/business/307784/pt-tunas-sawa-erma-gelar-kegiatan-sosial;uploads/PT Tunas Sawa Erma Holds Social Activities.pdf;PT Tunas Sawa Erma Holds Social Activities;2022-09-24;Ridho Syukra;investor daily;;;;
o6_ebwDI;8288;Personal information;;uploads/PT_TUNAS_SAWAERMAt.shp;PT. TUNAS SAWAERMA;2023-01-14;;Aliansi Petani Indonesia;;;;Shapfile  sourced from data collecting Aliansi Petani Indonesia
WGAmzf8b;8330;Company sources;http://www.3artfood.bg/gb/58243;uploads/3artfood.bg_gb_58243.pdf;;2025-04-24;;;;;;General info about the company. The date of access to the website is indicated
IRleEVsq;8330;Other;https://papagal.bg/eik/106619291/414d;uploads/Фирма АГРО САНТИЯ ООД (Agro Santia LTD) ЕИК 106619291.pdf;;2025-04-24;;;;;;General information about the company, owners, etc. The date of access to the website is indicated
Q3zlamHC;8330;Government sources;https://portal.registryagency.bg/CR/Reports/ActiveConditionTabResult?uic=106619291;uploads/EPZEU_eEGigh3.pdf;;2025-04-24;;;;;;Information is from Commercial register and register of non-profit legal entities. The date of access to the website is indicated
qiN8e3hz;8330;Company sources;http://www.3artfood.bg/gb/social-responsibility;uploads/3artfood.bg_gb_58243_4fgw2y3.pdf;Social Responsibility;2025-04-24;;;;;;The date of access to the website is indicated
tImGx1P4;8330;Company sources;http://3artfood.bg/gb/news/opened-a-pensioners-club-in-the-village-of-Kunino;uploads/opened-a-pensioners-club-in-the-village-of-kunino.pdf;TRI.ART FOOD COMPANY opened a pensioner's club in the village of Kunino;2020;;;;;;Website of the company is currently being updated. The date of access to the website is indicated
J80v8FQ7;8330;Company sources;http://www.3artfood.bg/gb;uploads/3artfood.bg_gb.pdf;;2025-04-24;;;;;;Production and reanting info mentioned. The date of access to the website is indicated
cOWu05MP;8330;Government sources;https://landlord.bg/map/%D0%90%D0%B3%D1%80%D0%BE%20%D0%A1%D0%B0%D0%BD%D1%82%D0%B8%D1%8F%20%D0%9E%D0%9E%D0%94_%D0%90%D1%80%D0%B5%D0%BD%D0%B4%D0%B0%D1%82%D0%BE%D1%80;uploads/Agro Santia-land.png;;2025-04-24;;;;;;Information about land size. The date of access to the website is indicated
XlhE2X9b;8330;Government sources;https://landlord.bg/map/%D0%90%D0%B3%D1%80%D0%BE%20%D0%A1%D0%B0%D0%BD%D1%82%D0%B8%D1%8F%20%D0%9E%D0%9E%D0%94_%D0%90%D1%80%D0%B5%D0%BD%D0%B4%D0%B0%D1%82%D0%BE%D1%80;uploads/Агро Сантия ООД - декари, ренти и информация _ Земеделски земи.pdf;;2025-04-24;;;;;;General info about company from the national cadast map. The date of access to the website is indicated
4LZk-e7p;8344;Government sources;https://youcontrol.com.ua/en/contractor/?id=10953264&tb=courts&CourtSearch%5BfilterAmt%5D=&CourtSearch%5BfilterLpf%5D%5B0%5D=1&CourtSearch%5BfilterDcdtFrom%5D=&CourtSearch%5BfilterDcdtTo%5D=&CourtSearch%5BfilterCst%5D=&CourtSearch%5BfilterCsnb%5D=&cp=3;uploads/36233605-usreou_2020-09-21_18-35-52_1600702552.3027_1119442859;;2020;;;;;;General information from the analytical system YouControl.
B2SGXMzP;8344;Government sources;https://youcontrol.com.ua/en/contractor/?id=10953264&tb=ground-section;uploads/tov-_ahropraym-kholdynh_-youcontrol_export.pdf;;2019;;;;;;Export information
42H7HcSa;8344;Media report;https://inventure.com.ua/news/ukraine/francuzskaya-kompaniya-pokupaet-tri-ukrainskih-agropredpriyatiya;uploads/french-company-buys-three-ukrainian-agricultural-enterprises.pdf;French company buys three Ukrainian agricultural enterprises;2020-03-03;;;;;;
W_H4-24Z;8344;Government sources;https://youcontrol.com.ua/en/contractor/?id=10953264&tb=ground-section;uploads/tov-_ahropraym-kholdynh_-youcontrol_locations.pdf;;2020;;;;;;Information about locations.
09NXi_OE;8344;Company sources;http://agroprime.com.ua/ukr/4/25/;uploads/agroprime-holding.pdf;;2020;;;;;;Web-site of the company
mHHtSiol;8344;Government sources;https://agroxy.com/company/tovaristvo-z-obmezenou-vidpovidalnistu-agroprajm-holding;uploads/production-with-intermediate-vidpovidalnistu-_agroprime-holding_-agro-trade-platform-and-grain-exchange-agroxy.com;;2018;;;;;;Information about production and land bank.
MNV6qyYP;8344;Media report;https://dumskaya.net/news/bolgrad-obeschayut-izbavit-ot-svinskih-zapahov-d-027627/;uploads/__NJNdDSb.pdf;"Bolgrad promise to get rid of ""pig"" smells until autumn";2013-06-23;;;;;;
qpY23FmM;8344;Media report;https://inventure.com.ua/news/ukraine/francuzskaya-kompaniya-pokupaet-tri-ukrainskih-agropredpriyatiya;uploads/agroprime-holding-llc-is-the-association-of-pig-farmers-of-ukraine.pdf;French company buys three Ukrainian agricultural enterprises;;;;;;;
HEo8o9ig;8344;Media report;https://propozitsiya.com/ua/yak-virostiti-francuzkih-sviney-na-ukrayinskih-terenah;uploads/how-to-raise-french-pigs-on-ukrainian-soil-proposal-magazine.pdf;How to raise French pigs on Ukrainian soil   ©Пропозиція - Головний журнал з питань агробізнесу https://propozitsiya.com/ua/yak-virostiti-francuzkih-sviney-na-ukrayinskih-terenah;2010;;;;;;
Zpj7YONI;8344;Media report;https://www.unn.com.ua/ru/news/1666355-usi-fermerstva-agreynu-vivedeni-na-panamu-reyestr;uploads/__-_-24-2017-12_31.pdf;All Agraina farms are located in Panama - register;2017;;;;;;
lS_SSJk7;8344;Media report;http://agroprime.com.ua/upload/file/88/Prybutkove_svynarstvo_1.pdf;uploads/prybutkove_svynarstvo_1.pdf;;2012;;;;;;
eks5zTyQ;8344;Government sources;https://amcu.gov.ua/npas/pro-nadannya-dozvolu-na-koncentraciyu-177;uploads/5e8607272af23968429542.pdf;AMCU decision of March 26, 2020 № 187-r On granting permission to concentrate;2020;;;;;;
wDlIjUl-;8344;Company sources;http://agroprime.com.ua/ukr/6/81/;uploads/agroprime-holding_-social.pdf;;2020;;;;;;Social responsibility
KZXnC7al;8344;Government sources;https://e-services.davr.gov.ua/parlor/p-permit-registry/view-permit?id=10111;uploads/view-permission__sxQhib0.pdf;;2019;;;;;;Permission for special water use №781 / OD / 49d-19 dated March 6, 2019
_IMpYRpc;8344;Media report;https://latifundist.com/kompanii/219-agroprajm-holding;uploads/Агропрайм Холдинг — Latifundist.com.pdf;;;;;;;;General info about the operating company - produce info and general
xvIuyncT;8344;Media report;https://biz.liga.net/all/prodovolstvie/novosti/agropraym-kholding-vvel-v-ekspluatatsiyu-krupnyy-svinokompleks;uploads/Агропрайм Холдинг ввел в эксплуатацию крупный свинокомплекс - новости Украины, Продовольствие - LIGA.net.pdf;;2011;;;;;;Land area for 2011
37PJIP4w;8344;Media report;https://dumskaya.net/news/vonyuchuyu-svinofermu-v-odesskoj-oblasti-nakroyu-028313/;uploads/Вонючую свиноферму в Одесской области накроют саркофагом _ Новини Одеси.pdf;;;;;;;;More about negative impact
R8XRqfaW;8344;Media report;https://www.uzhgorodka.uz.ua/27257.html;uploads/Україна має перспективи в експорті продукції переробки свиней до Азії та Африки – Агропрайм Холдинг – Ужгородка.pdf;;;;;;;;Export
4D2wrmrW;8344;Company sources;http://agroprime.com.ua/ukr/6/35/;uploads/history_FrQAcSu.pdf;;;;;;;;Land area for 2008
bMLHJfZd;8346;Government sources;https://youcontrol.com.ua/en/contractor/?id=10954133&tb=file;uploads/36279482-usreou_2020-09-22_14-16-04_1600773364.6353_1918828629;;2020;;;;;;Information from the analytical system YouControl.
KIDI--3a;8346;Government sources;https://youcontrol.com.ua/en/contractor/?id=10954133&tb=external-economies;uploads/tov-_ahrikor-kholdynh_-youcontrol-export-1.pdf;;2010;;;;;;Export information 2019
KilfEDUZ;8346;Government sources;https://agroxy.com/company/tov-agrikor-holding;uploads/llc-_agricor-holding_-agro-trade-platform-and-grain-exchange-agroxy.com-2019;;2019;;;;;;Information about land bank and production - 2019 (Agroxy).
yjMbB1L6;8346;Government sources;https://youcontrol.com.ua/en/contractor/?id=10954133&tb=external-economies;uploads/tov-_ahrikor-kholdynh_-youcontrol_export-informatio-2.pdf;;2018;;;;;;Export information 2018
EqubVZ6d;8346;Government sources;https://www.ua-region.com.ua/36279482;uploads/agrikor-holding-tov-cherngvska-obl., Prilutskii rn, s;;2020;;;;;;Information about employees.
AZZ6ahWq;8346;Government sources;https://youcontrol.com.ua/judgedoc/?documentId=71762011&courtFilter=YTo2OntzOjk6ImZpbHRlckFtdCI7czowOiIiO3M6OToiZmlsdGVyTHBmIjthOjI6e2k6MDtzOjE6IjEiO2k6MTtzOjE6IjMiO31zOjE0OiJmaWx0ZXJEY2R0RnJvbSI7czowOiIiO3M6MTI6ImZpbHRlckRjZHRUbyI7czowOiIiO3M6OToiZmlsdGVyQ3N0IjtzOjA6IiI7czoxMDoiZmlsdGVyQ3NuYiI7czowOiIiO30&cid=10954133;uploads/_-_-youcontrol_pT03RHU.pdf;;2018;;;;;;Judicial decision about the lease agreement
NMIjJyPe;8346;Government sources;https://agroxy.com/company/tov-agrikor-holding;uploads/llc-_agricor-holding_-agro-trade-platform-and-grain-exchange-agroxy.com;;2018;;;;;;Information about land bank and production - 2018 (Agroxy).
7T1f7hve;8346;Media report;https://latifundist.com/kompanii/165-agrikor-holding;uploads/agricor-holding-latifundist.com;;2020;;;;;;General information about the company from media.
Zpv943pw;8346;Media report;https://a7d.com.ua/novini/36842-v-agrkor-holding-rozpovli-pro-problemi-myasnogo-skotarstva.html;uploads/_. Україна_ www;AGRICOR HOLDING SPOKE ABOUT THE PROBLEMS OF BEEF CATTLE BREEDING;;;;;;;
u0hah--A;8346;Government sources;https://amcu.gov.ua/npas/pro-nadannya-dozvolu-na-koncentraciyu-176;uploads/5e860467b979f132476596.pdf;AMCU decision of March 26, 2020 № 186-r On granting permission to concentrate;2020;;;;;;
kgbzP0Tg;8346;Media report;https://www.gorod.cn.ua/news/foto-i-video/77732-osnovnii-spozhivach-agrkorivskogo-mjasa-zakordon-video.html;uploads/the-main-consumer-of-agricultural-meat-abroad-video.pdf;The main consumer of agricultural meat - abroad;2016;;;;;;
-aNYbyb2;8346;Government sources;https://e-services.davr.gov.ua/parlor/p-permit-registry/view-permit?id=20422;uploads/view-permission_agricor1.pdf;;2019;;;;;;Permission for special water use №331 / ЧГ / 49д-19 dated 15.11.2019
EHHxU9TR;8346;Government sources;https://e-services.davr.gov.ua/parlor/p-permit-registry/view-permit?id=3275;uploads/view-permission_-agricor2.pdf;;2019;;;;;;Permission for special water use №217 / ЧГ / 49д-19 dated January 14, 2019
LAPlFRSX;8346;Government sources;https://e-services.davr.gov.ua/parlor/p-permit-registry/view-permit?id=2850;uploads/view-permission_agricor3.pdf;;2018;;;;;;Permission for special water use №200 / ЧГ / 49д-18 dated December 7, 2018
jtUtDoKb;8346;Media report;http://uoz.cn.ua/news1303.htm;uploads/__q3udwPe.pdf;Medicine of Pryluchchyna - investments and realities;;;;;;;
xslVFIaw;8346;Media report;https://koropska-gromada.gov.ua/news/1575618289/;uploads/session-of-the-village-council_-new-programs-funds-in-the-area-and-appeals-to-the-prime-minister-korop-community.pdf;Session of the village council: new programs, funds to the district and an appeal to the Prime Minister;2019;;;;;;
mO8H3sxy;8346;Media report;https://siver.com.ua/news/profspilka_vidstojala_pracivnikiv_v_sudi/2014-10-21-15562-987;uploads/the-trade-union-defended-workers-in-court-all-ukrainian-independent-media-space-_sivershchyna_.pdf;The union defended the workers in court;2014;;;;;;
qpn1r8Y7;8346;Company sources;http://agrikor-holding.com/index.php/zvitnist-2;uploads/Звітність.pdf;;;;;;;;Company source - financial reports
UfRtdUrC;8346;Other;https://youcontrol.com.ua/en/contractor/?id=10954133&tb=history;uploads/TOV _AHRIKOR KHOLDYNH_ - YouControl.pdf;;;;;;;;The history of the operating company
blH3lXEn;8346;Media report;https://agropolit.com/news/23104-investori-z-frantsiyi-kuplyat-agropidpriyemstvo-v-odeskiy-oblasti;uploads/АМПУ дозволив продаж агрокомпанії на Одещині французьким інвесторам — АГРОПОЛІТ.pdf;;;;;;;;About ownership change
XoRAbifH;8385;Other;https://youcontrol.com.ua/en/contractor/?id=15374784#express-universal-file;uploads/PE _LANDFORT DNIPRO_ - YouControl_THYpFkM.pdf;;2024-09-26;;;;;;"General information from the analytical system YouControl.
date of access to the website
"
y1E-1UhU;8385;Other;https://youcontrol.com.ua/en/contractor/?id=15374784&tb=external-economies;uploads/pe-_landfort-dnipro_-youcontrol.pdf;;2020;;;;;;Information about land plots.
oeG-kmrM;8385;Other;https://opendatabot.ua/c/39672576;uploads/private-enterprise-_landfort-dnipro_-39672576-opendatabot.pdf;;2020-2-10;;;;;;"General information about the company.
date of access to the website"
SrHCjDwt;8385;Government sources;https://e.land.gov.ua/back/cadaster/?cad_num=1222982800:03:042:0723;-confidential-;;2024-09-23;;;;;;"Date of state registration of the land plot.
The date of access to the website is indicated."
IkiXdEzZ;8385;Government sources;https://e-services.davr.gov.ua/parlor/p-permit-registry/view-permit?id=19676;uploads/view-permission-dnipro.pdf;;2019;;;;;;Permission for special water use №642 / BF / 49d-19 dated September 25, 2019
TyU-dMBt;8385;Media report;https://agroxy.com.ua/company/privatne-pidpriemstvo-lendfort-dnipro;uploads/ЛЕНДФОРТ ДНІПРО, торговий агропортал, агробіржа.pdf;;;;;;;;Land area for 2022 and crop production
F77NUa-M;8385;Other;https://youcontrol.com.ua/en/contractor/?id=15374784&tb=personal;uploads/PP _LENDFORT DNIPRO_ - YouControl.pdf;;;;;;;;Employment info
UVlCWbIC;8385;Company sources;https://www.facebook.com/landfort.ua/;uploads/landfort.png;We continue to work to bring Ukraine's victory closer!;2022-04-29;;Landfort;;;;The company extends the lease agreements for one year as of the beginning of 2022.
H2574uSq;8385;Government sources;https://pershotravnevska.otg.dp.gov.ua/novini-ta-podiyi/novini/povidomlennya-vid-pp-lendfort-dnipro;uploads/Повідомлення від ПП _Лендфорт Дніпро_ _ Першотравневська сільська рада.pdf;;2021-04-08;;;;;;"Message from PP ""Landfort Dnipro""  to inform the residents of the community"
GZh_gKXJ;8385;Media report;https://tripoli.land/farmers?s_all=+39672576;uploads/Фермерские хозяйства Украины  39672576.pdf;;2024-09-26;;;;;;"Information on land plots as of 2024 according to Tripoli.
The date of access to the website is indicated."
jq4MGPYx;8385;Other;https://youcontrol.com.ua/en/contractor/?id=15374784&tb=ground-section;uploads/PE _LANDFORT DNIPRO_ - YouControl land plots 2024.pdf;;2024-09-26;;;;;;"Information on land plots as of 2024 according to Youcontrol.
The date of access to the website is indicated."
57b2FlN5;8385;Media report;https://tripoli.land/farmers?s_all=+39672576;uploads/Фермерские хозяйства Украины harvest 2022.pdf;;2024-09-26;;;;;;"Harvest data for 2022.
The date of access to the website is indicated."
JsiPJmeH;8385;Other;https://youcontrol.com.ua/en/contractor/?id=15374784&tb=personal;uploads/PE _LANDFORT DNIPRO_ - YouControl empoyees.pdf;;2024-09-26;;;;;;"Number of employees 2021-2023.
The date of access to the website is indicated."
xMxCjNNJ;8385;Company sources;https://bkw.group/direction/agriproduction;uploads/БКВ Груп _ BKW Group - сільгоспвиробництво_zJh2Y2y.pdf;;2024-09-26;;;;;;Profile of the operating company on the website of the parent company BKW Group.
i-MJhIMu;8385;Government sources;https://dpss.gov.ua/storage/app/sites/12/%D0%A1%D1%82%D1%80%D1%83%D0%BA%D1%82%D1%83%D1%80%D0%BD%D1%96%D0%9F%D1%96%D0%B4%D1%80%D0%BE%D0%B7%D0%B4%D1%96%D0%BB%D0%B8/%D0%A4%D1%96%D1%82%D0%BE%D1%81%D0%B0%D0%BD%D1%96%D1%82%D0%B0%D1%80%D1%96%D1%8F%20%D0%BA%D0%BE%D0%BD%D1%82%D1%80%D0%BE%D0%BB%D1%8C%20%D1%83%20%D1%81%D1%84%D0%B5%D1%80%D1%96%20%D0%BD%D0%B0%D1%81%D1%96%D0%BD%D0%BD%D0%B8%D1%86%D1%82%D0%B2%D0%B0%20%D1%82%D0%B0%20%D1%80%D0%BE%D0%B7%D1%81%D0%B0%D0%B4%D0%BD%D0%B8%D1%86%D1%82%D0%B2%D0%B0/%D0%9A%D0%9D%D0%A0%20%D0%B7%D1%80%D0%B0%D0%B7%D0%BA%D0%B8%20%D0%B7%D0%B0%D1%8F%D0%B2/1-perelikosibyachmin.pdf;uploads/1-perelikosibyachmin.pdf;;2024-09-26;;;;;;"On barley exports in 2022.
The date of access to the website is indicated."
ILXbLh06;8385;Media report;https://agronews.ua/news/10-ochevydnyh-prychyn-obraty-swifterdisc-dlya-gruntoobrobitku/;uploads/10 очевидних причин обрати SWIFTERDISC для ґрунтообробітку – AgroNews.pdf;;2024-04-04;;;;;;Mention of the operating company in media resources.
YvhPxch4;8388;Other;https://youcontrol.com.ua/en/contractor/?id=25873421&tb=file#express-universal-file;uploads/LLC _UFA ECO_ - YouControl.pdf;;2024-12-13;;;;;;"General information about the operating company from the aggregator of national registers. 
The date of access to the website is indicated."
CWP0HgL-;8388;Other;https://youcontrol.com.ua/en/contractor/?id=25873421&tb=ground-section;uploads/LLC _UFA ECO_land - YouControl.pdf;;2024-12-13;;;;;;"Information about land plots from the aggregator of national registers. 
The date of access to the website is indicated."
fy2mkKq2;8388;Government sources;https://usr.minjust.gov.ua/content/free-search/person-result;uploads/Portal_sLuVCKC.pdf;;2024-12-03;;;;;;"Operating company account number in the National register of entities - 41310445
The date of access to the website is indicated."
MzQthQl5;8388;Media report;https://tripoli.land/ua/farmers?s_all=41310445;uploads/Фермерські господарства України_MWa20XP.pdf;;2022-01-01;;;;;;Information about crops production
0AhkTXb5;8388;Government sources;https://e-services.davr.gov.ua/parlor/p-permit-registry/view-permit?id=32574;uploads/Перегляд дозволу_dvwfwmT.pdf;;2021;;;;;;Permission for special water use 
u00XzdVX;8388;Government sources;http://golos.korosten-rada.gov.ua/files/pdf/2769.pdf;uploads/2769.pdf;;2021-02-25;;;;;;Land lease contracts
o9qZwBX7;8388;Media report;http://www.korosten-info.com/razdel/novosti/selo-moye-dushi-krinicya;uploads/_my-village-well-of-souls_.pdf;;2020-06-10;;;;;;"Support from a company of villagers.
The date of access to the website is indicated."
NakwTqQR;8388;Contract;http://gorschykivska.gromada.org.ua/docs/616217/;uploads/85504d93c7dc69523649290ba7b783c0.docx;;2021-01-29;;;;;;Contract for leasing land
cyAQv0H-;8388;Other;https://youcontrol.com.ua/en/contractor/?id=25873421&tb=personal;uploads/LLC _UFA ECO_emp - YouControl.pdf;;2024-12-13;;;;;;"Information about number of employees from the aggregator of national registers.
The date of access to the website is indicated."
52Womhla;8388;Media report;https://thepage.ua/ua/economy/sk-providna-peretvoritsya-zi-strahovika-na-investora;uploads/СК Провідна перетвориться зі страховика на інвестора _ The Page.pdf;;2024-11-18;;;;;;Information about the new investor.
QllLjcCT;8388;Other;https://youcontrol.com.ua/en/fpg/default/group-info/?id=4159;uploads/Pavlo Babich Group- inv - YouControl.pdf;;2024-12-13;;;;;;"Information about the investor.
The date of access to the website is indicated."
sQfr1_ww;8393;Company sources;https://www.goldenniva.ru/;uploads/agrofirm-_zolotaya-niva_-_-home.pdf;;2020;;;;;;Website of the company
hwAgNJn9;8393;Government sources;https://www.list-org.com/company/19989;uploads/llc-_agrofirm_-golden-niva-_inn_-2635049370.pdf;;2020;;;;;;General information about the Company
eGMhYpfN;8393;Media report;https://www.opengaz.ru/stat/tankom-proshlas-po-lyudyam-i-po-zakonu;uploads/__phGfrlh.pdf;The tank walked through people and according to the law;2018;;;;;;
Jgz9jmZW;8393;Government sources;https://egrul.nalog.ru/index.html;uploads/ul-1022602820712-20201012161109.pdf;;;;;;;;Information about Zolotaya Niva LLC
TcF6mRaC;8393;Media report;https://agrovesti.net/lib/agroholdings/gk-agriko/predpriyatiya-vkhodyashchie-v-agrokholding-agriko.html;uploads/-agrovesti.net _ АПК;"LLC ""Agrofirma"" Zolotaya Niva """;2016;;;;;;
7B2QyELm;8393;Research Paper / Policy Report;http://www.befl.ru/upload/iblock/98a/98a6df4a1b7fab944ae966e780c0eaf2.pdf;uploads/befl-eng-2020.pdf;Russia’s Largest Agricultural Landholders 2020;2020;;;;;;
CEGiZRQB;8393;Media report;https://newstracker.ru/article/general/28-11-2018/vlasti-podmyali-pod-sebya-krupneyshiy-agrobiznes-stavropolya;uploads/.pdf_g7gH7Z5;The authorities took over the largest agribusiness of the Stavropol region;2018;;;;;;
HYUvhbvl;8393;Media report;http://www.stav-reporter.ru/problemnaja-zona/2304-dokole-budem-terpet.html;uploads/how-long-will-we-endure_-no. 46 (153) dated November 20, 2012);;2012;;;;;;
8e-UY4Zl;8393;Media report;https://www.apk-inform.com/ru/news/47361;uploads/Россия_ агрофирма _Золотая Нива_ ввела комбикормовый завод в Ставропольском крае.pdf;Russia: Zolotaya Niva agricultural company launched a feed mill in the Stavropol Territory;2007-07-06;;;;;;
tzzK0GfJ;8394;Research Paper / Policy Report;https://www.politifact.com/article/2016/sep/06/clinton-foundation-tanzania-work-farmers/;uploads/PolitiFact _ In Tanzania, Clinton Foundation trades on maize and beans, not name_KxFgeN9.pdf;In Tanzania, Clinton Foundation trades on maize and beans, not name;2016-09-06;Jon Greenberg;;;;;
